scientificName,family,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate
Taxidea taxus,Mustelidae,38.1909,-98.5208,526.0,2018-08-11
Taxidea taxus,Mustelidae,43.3126,-89.9111,,2009-10-18
Taxidea taxus,Mustelidae,24.7732,-101.7951,30047.0,2016-11-15
Taxidea taxus,Mustelidae,33.2571,-116.294,87.0,2016-10-24
Taxidea taxus,Mustelidae,35.1134,-119.7749,54.0,2014-07-25
Taxidea taxus,Mustelidae,31.2174,-104.8511,8.0,2017-07-30
Taxidea taxus,Mustelidae,41.0056,-103.9701,250.0,2016-12-22
Taxidea taxus,Mustelidae,33.8404,-99.0893,28902.0,2014-07-28
Taxidea taxus,Mustelidae,31.7706,-109.0773,,2017-05-08
Taxidea taxus,Mustelidae,48.5165,-119.5387,,2013-05-08
Taxidea taxus,Mustelidae,35.131,-106.6826,500.0,2007-08-12
Taxidea taxus,Mustelidae,33.1756,-116.0995,15.0,2008-07-09
Taxidea taxus,Mustelidae,44.5134,-83.9619,8169.0,2015-05-21
Taxidea taxus,Mustelidae,42.1801,-83.9518,4855.0,1962-08-02
Taxidea taxus,Mustelidae,42.4061,-83.5798,188.0,1859-01-01
Taxidea taxus,Mustelidae,33.363,-102.117,,1933-06-23
Taxidea taxus,Mustelidae,43.328,-84.6762,1164.0,1996-11-06
Taxidea taxus,Mustelidae,42.1817,-84.9719,1165.0,1993-11-04
Taxidea taxus,Mustelidae,42.3044,-83.6046,6856.0,1909-06-10
Taxidea taxus,Mustelidae,45.5633,-84.6635,3084.0,1943-01-01
Taxidea taxus,Mustelidae,42.4676,-84.0846,6856.0,1943-12-20
Taxidea taxus,Mustelidae,42.3614,-84.1906,11924.0,1954-03-21
Taxidea taxus,Mustelidae,42.3483,-83.9481,1165.0,1997-01-07
Taxidea taxus,Mustelidae,45.4632,-84.3053,1164.0,1995-10-31
Taxidea taxus,Mustelidae,42.4057,-83.9885,1165.0,1996-12-16
Taxidea taxus,Mustelidae,45.1491,-84.1744,1164.0,1997-10-24
Taxidea taxus,Mustelidae,46.1651,-118.1305,1622.0,1945-05-16
Taxidea taxus,Mustelidae,45.5633,-84.6635,1313.0,1995-06-30
Taxidea taxus,Mustelidae,43.4572,-84.2395,1164.0,1996-11-11
Taxidea taxus,Mustelidae,43.5153,-83.9249,1164.0,1995-02-15
Taxidea taxus,Mustelidae,34.04,-118.2406,,1938-06-14
Taxidea taxus,Mustelidae,34.0396,-118.7664,1783.0,1953-06-07
Taxidea taxus,Mustelidae,46.8895,-97.0521,24163.0,1949-03-01
Taxidea taxus,Mustelidae,38.8338,-104.8212,5000.0,1951-01-01
Taxidea taxus,Mustelidae,38.8338,-104.8212,5000.0,1951-01-01
Taxidea taxus,Mustelidae,35.2749,-117.934,1207.0,1969-12-03
Taxidea taxus,Mustelidae,32.743,-115.9107,8203.0,1969-05-05
Taxidea taxus,Mustelidae,35.5933,-117.8004,8127.0,1970-02-09
Taxidea taxus,Mustelidae,33.3642,-110.0237,1221.0,1946-07-16
Taxidea taxus,Mustelidae,38.8338,-104.8212,5000.0,1947-10-01
Taxidea taxus,Mustelidae,24.6151,-101.2763,14290.0,1970-07-29
Taxidea taxus,Mustelidae,36.7628,-102.1221,1500.0,1982-11-25
Taxidea taxus,Mustelidae,33.723,-99.109,,1986-01-17
Taxidea taxus,Mustelidae,31.889,-106.597,,1964-08-18
Taxidea taxus,Mustelidae,33.796,-101.668,,1985-09-25
Taxidea taxus,Mustelidae,49.9167,-109.4667,,1933-02-06
Taxidea taxus,Mustelidae,49.1,-107.3833,,1985-07-13
Taxidea taxus,Mustelidae,42.4667,-81.9167,,1985-10-12
Taxidea taxus,Mustelidae,43.0343,-81.3508,,1990-04-08
Taxidea taxus,Mustelidae,42.6331,-88.6436,4810.0,1926-02-11
Taxidea taxus,Mustelidae,39.7907,-103.7319,3036.0,1915-03-03
Taxidea taxus,Mustelidae,36.9086,-111.5816,,1970-12-25
Taxidea taxus,Mustelidae,42.7368,-84.4837,3875.0,1957-08-16
Taxidea taxus,Mustelidae,43.025,-108.3794,5474.0,1964-04-04
Taxidea taxus,Mustelidae,19.1371,-99.1521,,1993-09-21
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-07
Taxidea taxus,Mustelidae,32.1815,-112.7381,,1990-10-24
Taxidea taxus,Mustelidae,32.0659,-106.2828,880.0,1981-09-19
Taxidea taxus,Mustelidae,38.8792,-99.3636,,1972-09-03
Taxidea taxus,Mustelidae,45.3,-93.5833,,1926-01-30
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-08
Taxidea taxus,Mustelidae,43.344,-83.3325,1164.0,1989-11-16
Taxidea taxus,Mustelidae,30.5751,-115.9339,,1963-09-08
Taxidea taxus,Mustelidae,31.4016,-115.7236,,1927-07-12
Taxidea taxus,Mustelidae,37.6344,-121.4957,166.0,1989-05-23
Taxidea taxus,Mustelidae,42.4735,-84.9246,1164.0,1990-01-01
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-01-03
Taxidea taxus,Mustelidae,34.2033,-113.6906,,1960-06-12
Taxidea taxus,Mustelidae,44.7628,-83.5353,1164.0,1990-11-02
Taxidea taxus,Mustelidae,31.0478,-108.6406,,2008-09-13
Taxidea taxus,Mustelidae,32.9886,-116.4486,4828.0,1922-06-18
Taxidea taxus,Mustelidae,26.8251,-104.4131,5410.0,1968-07-08
Taxidea taxus,Mustelidae,32.3723,-104.4815,231.0,1970-06-07
Taxidea taxus,Mustelidae,39.7872,-98.2852,,1987-01-13
Taxidea taxus,Mustelidae,43.5077,-83.1179,1202.0,1989-11-06
Taxidea taxus,Mustelidae,48.0792,-117.0233,4035.0,1954-06-25
Taxidea taxus,Mustelidae,34.4686,-120.3378,,1991-04-01
Taxidea taxus,Mustelidae,32.8333,-102.85,,1982-07-22
Taxidea taxus,Mustelidae,39.1115,-100.5726,1609.0,1973-09-01
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-04
Taxidea taxus,Mustelidae,34.4506,-119.7203,,1970-06-23
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-20
Taxidea taxus,Mustelidae,32.9006,-111.5232,,2001-03-29
Taxidea taxus,Mustelidae,36.2667,-115.6667,,1928-06-16
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-03-28
Taxidea taxus,Mustelidae,25.211,-112.1363,,1975-01-26
Taxidea taxus,Mustelidae,31.9133,-116.3022,,2001-08-04
Taxidea taxus,Mustelidae,30.8983,-108.3967,,1994-08-03
Taxidea taxus,Mustelidae,19.2869,-98.9094,,1968-12-01
Taxidea taxus,Mustelidae,48.2453,-114.2958,,2000-09-03
Taxidea taxus,Mustelidae,42.0202,-85.6159,1165.0,1990-11-10
Taxidea taxus,Mustelidae,37.7234,-118.0543,2625.0,1960-07-22
Taxidea taxus,Mustelidae,32.6072,-110.8516,,1974-07-02
Taxidea taxus,Mustelidae,31.3474,-100.5437,,1993-11-01
Taxidea taxus,Mustelidae,48.2453,-114.2958,,2000-09-03
Taxidea taxus,Mustelidae,51.088,-114.537,,2008-08-08
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1969-11-15
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-07
Taxidea taxus,Mustelidae,31.7941,-110.6547,,1973-05-19
Taxidea taxus,Mustelidae,31.6283,-100.0899,,2009-10-11
Taxidea taxus,Mustelidae,34.7394,-120.5094,,1988-04-12
Taxidea taxus,Mustelidae,48.2453,-114.2958,,2000-09-03
Taxidea taxus,Mustelidae,49.0333,-115.2,,1930-05-06
Taxidea taxus,Mustelidae,24.8454,-100.6805,,2009-10-20
Taxidea taxus,Mustelidae,45.9934,-87.5877,,1982-10-30
Taxidea taxus,Mustelidae,24.8365,-100.7168,,2008-04-24
Taxidea taxus,Mustelidae,24.8404,-100.7089,,2009-06-17
Taxidea taxus,Mustelidae,31.7181,-100.4452,,1987-06-07
Taxidea taxus,Mustelidae,24.7376,-103.8363,86.0,1960-01-01
Taxidea taxus,Mustelidae,24.1375,-110.4672,,1990-03-08
Taxidea taxus,Mustelidae,43.8079,-86.0873,1164.0,1990-11-04
Taxidea taxus,Mustelidae,32.2217,-110.9258,,1936-05-01
Taxidea taxus,Mustelidae,24.188,-110.9333,,1994-10-30
Taxidea taxus,Mustelidae,37.7697,-122.4976,195.0,1936-07-21
Taxidea taxus,Mustelidae,42.6225,-84.3291,1164.0,1989-11-18
Taxidea taxus,Mustelidae,46.1784,-117.5433,2910.0,1954-08-01
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-18
Taxidea taxus,Mustelidae,43.6266,-83.2929,6893.0,1989-11-03
Taxidea taxus,Mustelidae,36.2667,-115.6667,,1928-06-04
Taxidea taxus,Mustelidae,24.832,-100.7593,,2009-10-22
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-11-30
Taxidea taxus,Mustelidae,44.8123,-84.0712,6854.0,1990-10-23
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-01-04
Taxidea taxus,Mustelidae,39.7907,-103.7319,3036.0,1917-11-17
Taxidea taxus,Mustelidae,32.2786,-111.1819,,2001-09-30
Taxidea taxus,Mustelidae,32.1202,-111.3131,,1962-11-09
Taxidea taxus,Mustelidae,31.5282,-100.5118,,2005-12-03
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-11
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-05
Taxidea taxus,Mustelidae,49.0386,-119.3361,,1931-07-10
Taxidea taxus,Mustelidae,32.693,-111.0436,,1962-04-23
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-16
Taxidea taxus,Mustelidae,31.813,-114.54,,1999-06-01
Taxidea taxus,Mustelidae,32.1851,-110.96,,1952-11-24
Taxidea taxus,Mustelidae,49.0833,-112.4167,,1927-06-29
Taxidea taxus,Mustelidae,26.7692,-103.787,,2011-04-10
Taxidea taxus,Mustelidae,44.7901,-84.4404,1164.0,1990-10-17
Taxidea taxus,Mustelidae,37.4399,-121.1625,,2008-03-22
Taxidea taxus,Mustelidae,41.8384,-115.9651,428.09,1916-10-06
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,35.4692,-120.1793,6839.71,1947-03-31
Taxidea taxus,Mustelidae,42.3084,-113.6599,6289.32,1936-06-15
Taxidea taxus,Mustelidae,39.1007,-114.5603,6463.13,1929-07-18
Taxidea taxus,Mustelidae,35.4594,-120.1671,7242.05,1947-04-08
Taxidea taxus,Mustelidae,37.8754,-119.3555,30.0,1915-07-11
Taxidea taxus,Mustelidae,38.3718,-121.5169,1609.34,1938-10-22
Taxidea taxus,Mustelidae,38.0779,-122.7091,532.69,2004-09-29
Taxidea taxus,Mustelidae,40.9532,-117.489,1635.09,1916-10-09
Taxidea taxus,Mustelidae,37.7569,-121.9466,25.75,2005-06-15
Taxidea taxus,Mustelidae,41.2168,-118.4671,6463.13,1916-09-13
Taxidea taxus,Mustelidae,40.5958,-122.6902,2251.47,1933-07-20
Taxidea taxus,Mustelidae,35.51,-120.373,4023.36,1947-01-22
Taxidea taxus,Mustelidae,35.5781,-120.2962,2816.35,1947-02-06
Taxidea taxus,Mustelidae,36.6091,-121.8364,804.67,1919-01-14
Taxidea taxus,Mustelidae,38.9324,-115.7142,4853.78,1916-09-30
Taxidea taxus,Mustelidae,30.8834,-115.4505,7440.0,1949-07-07
Taxidea taxus,Mustelidae,39.8443,-115.7615,428.09,1929-07-11
Taxidea taxus,Mustelidae,34.8119,-119.1467,1000.0,1904-07-02
Taxidea taxus,Mustelidae,39.5459,-118.7771,11883.4,1936-05-06
Taxidea taxus,Mustelidae,41.385,-120.2139,1211.84,1910-07-20
Taxidea taxus,Mustelidae,40.8654,-120.1318,947.9,1924-10-17
Taxidea taxus,Mustelidae,39.6861,-123.486,1609.34,1945-03-04
Taxidea taxus,Mustelidae,39.0151,-117.1807,428.09,1927-01-13
Taxidea taxus,Mustelidae,38.2591,-122.3097,9643.19,1911-11-03
Taxidea taxus,Mustelidae,42.2677,-113.5778,13571.6,1936-06-15
Taxidea taxus,Mustelidae,39.5067,-118.8808,24425.01,1941-02-03
Taxidea taxus,Mustelidae,38.3722,-122.9161,402.34,1913-06-19
Taxidea taxus,Mustelidae,35.2377,-115.4989,403.95,1937-12-16
Taxidea taxus,Mustelidae,40.5721,-115.5431,12900.5,1929-03-18
Taxidea taxus,Mustelidae,35.16,-115.4618,1000.0,1938-05-23
Taxidea taxus,Mustelidae,40.7232,-119.2607,5199.79,1936-07-12
Taxidea taxus,Mustelidae,40.8753,-120.1707,,1924-10-17
Taxidea taxus,Mustelidae,41.2612,-114.194,428.09,1916-07-27
Taxidea taxus,Mustelidae,35.5437,-120.2632,4023.36,1947-01-28
Taxidea taxus,Mustelidae,40.551,-120.3135,8323.53,1916-03-19
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,37.7085,-117.062,14286.15,1931-05-02
Taxidea taxus,Mustelidae,41.4362,-120.3451,3469.75,1910-06-18
Taxidea taxus,Mustelidae,34.8522,-120.417,1609.34,1978-03-29
Taxidea taxus,Mustelidae,39.4734,-118.9828,31910.07,1940-11-17
Taxidea taxus,Mustelidae,36.027,-100.142,,1956-07-26
Taxidea taxus,Mustelidae,39.4291,-118.9153,,1944-10-05
Taxidea taxus,Mustelidae,40.164,-115.504,,1927-08-10
Taxidea taxus,Mustelidae,27.221,-101.2272,,1949-08-22
Taxidea taxus,Mustelidae,40.5722,-115.5425,,1929-03-21
Taxidea taxus,Mustelidae,45.841,-103.6958,,1961-06-22
Taxidea taxus,Mustelidae,27.9139,-101.1128,,1954-01-18
Taxidea taxus,Mustelidae,39.3812,-118.8961,,1942-10-04
Taxidea taxus,Mustelidae,38.8158,-102.5395,,1894-12-15
Taxidea taxus,Mustelidae,43.9151,-114.859,,1956-07-26
Taxidea taxus,Mustelidae,40.5722,-115.5425,,1929-03-16
Taxidea taxus,Mustelidae,24.7062,-99.0726,,1961-08-24
Taxidea taxus,Mustelidae,37.1702,-100.5009,,1955-04-05
Taxidea taxus,Mustelidae,39.7126,-103.1419,,1957-08-11
Taxidea taxus,Mustelidae,39.2041,-117.8781,,1942-12-13
Taxidea taxus,Mustelidae,37.0139,-98.6949,,1953-09-15
Taxidea taxus,Mustelidae,38.9317,-97.121,,1967-09-24
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-12-24
Taxidea taxus,Mustelidae,42.5421,-108.0457,,1951-09-19
Taxidea taxus,Mustelidae,38.3125,-96.5415,,1952-07-18
Taxidea taxus,Mustelidae,39.7023,-100.528,,1947-07-05
Taxidea taxus,Mustelidae,37.5668,-100.443,,1950-12-02
Taxidea taxus,Mustelidae,42.4791,-100.541,,1958-02-15
Taxidea taxus,Mustelidae,43.8137,-110.4828,,1949-07-16
Taxidea taxus,Mustelidae,36.6385,-101.5643,,1951-06-14
Taxidea taxus,Mustelidae,38.9267,-101.9004,,1966-06-27
Taxidea taxus,Mustelidae,43.6752,-108.3316,,1954-08-21
Taxidea taxus,Mustelidae,41.3117,-105.6727,,1948-11-15
Taxidea taxus,Mustelidae,37.3856,-100.1955,,1958-11-13
Taxidea taxus,Mustelidae,39.0297,-95.4394,,1956-06-28
Taxidea taxus,Mustelidae,39.4291,-118.9153,,1942-10-11
Taxidea taxus,Mustelidae,39.36,-99.4302,,1923-07-07
Taxidea taxus,Mustelidae,30.9817,-109.5372,,1931-12-04
Taxidea taxus,Mustelidae,37.6326,-98.6983,,1987-08-20
Taxidea taxus,Mustelidae,45.5453,-102.992,,1961-07-01
Taxidea taxus,Mustelidae,42.8272,-89.0657,,1966-05-14
Taxidea taxus,Mustelidae,39.9334,-118.3137,,1945-06-20
Taxidea taxus,Mustelidae,38.8259,-95.1464,,1991-10-12
Taxidea taxus,Mustelidae,44.0583,-92.0588,,1992-01-09
Taxidea taxus,Mustelidae,38.2121,-98.556,488.0,2017-10-13
Taxidea taxus,Mustelidae,33.3264,-99.1995,16511.0,2017-08-19
Taxidea taxus,Mustelidae,33.4231,-108.432,20.0,2012-05-16
Taxidea taxus,Mustelidae,35.551,-105.1667,197.0,2017-12-30
Taxidea taxus,Mustelidae,33.221,-116.605,60.0,2017-04-27
Taxidea taxus,Mustelidae,29.1637,-100.5182,5.0,2017-10-09
Taxidea taxus,Mustelidae,49.3943,-109.389,26550.0,2009-06-24
Taxidea taxus,Mustelidae,33.1821,-102.5135,66042.0,2017-05-14
Taxidea taxus,Mustelidae,35.2708,-114.8488,193.0,2014-03-17
Taxidea taxus,Mustelidae,27.0591,-97.5861,7813.0,2004-09-07
Taxidea taxus,Mustelidae,36.8813,-105.1044,5.0,2014-07-09
Taxidea taxus,Mustelidae,24.7077,-100.7672,30047.0,2018-07-25
Taxidea taxus,Mustelidae,38.0441,-122.7489,223.0,2018-07-28
Taxidea taxus,Mustelidae,31.9285,-110.9865,8.0,2016-02-03
Taxidea taxus,Mustelidae,33.6976,-109.21,20.0,2000-07-13
Taxidea taxus,Mustelidae,40.713,-104.0923,61.0,2017-07-30
Taxidea taxus,Mustelidae,23.7199,-101.8806,30154.0,2015-10-05
Taxidea taxus,Mustelidae,31.911,-100.2857,5.0,2017-09-20
Taxidea taxus,Mustelidae,49.5798,-115.8622,26518.0,2016-06-20
Taxidea taxus,Mustelidae,38.9707,-109.3126,122.0,2016-09-12
Taxidea taxus,Mustelidae,49.7522,-114.9013,26470.0,2017-06-01
Taxidea taxus,Mustelidae,44.9117,-110.2787,4224.0,2016-12-29
Taxidea taxus,Mustelidae,33.0155,-116.154,29012.0,2017-12-13
Taxidea taxus,Mustelidae,33.1416,-116.0009,29012.0,2008-07-12
Taxidea taxus,Mustelidae,39.2444,-109.0211,,2013-07-12
Taxidea taxus,Mustelidae,33.3692,-116.4198,10.0,2018-04-27
Taxidea taxus,Mustelidae,29.3279,-103.5543,100.0,2009-09-11
Taxidea taxus,Mustelidae,49.7209,-105.8068,26486.0,2016-08-09
Taxidea taxus,Mustelidae,38.0373,-122.8232,5.0,2018-06-18
Taxidea taxus,Mustelidae,44.9084,-110.3014,14709.0,2013-08-12
Taxidea taxus,Mustelidae,23.6519,-110.2904,30154.0,2013-05-06
Taxidea taxus,Mustelidae,32.1641,-104.3852,,2018-03-25
Taxidea taxus,Mustelidae,43.8045,-102.1353,52.0,2014-08-01
Taxidea taxus,Mustelidae,40.6971,-116.5096,,2017-07-02
Taxidea taxus,Mustelidae,32.4362,-111.3367,5.0,2015-10-08
Taxidea taxus,Mustelidae,37.1711,-120.8022,122.0,2009-11-26
Taxidea taxus,Mustelidae,34.8213,-117.9121,322.0,2015-06-02
Taxidea taxus,Mustelidae,49.0881,-111.9983,,2017-06-30
Taxidea taxus,Mustelidae,33.0361,-116.1232,29012.0,2017-12-13
Taxidea taxus,Mustelidae,41.182,-105.7182,1000.0,2012-10-01
Taxidea taxus,Mustelidae,29.1389,-103.5272,50.0,2011-11-12
Taxidea taxus,Mustelidae,50.7305,-101.7632,26325.0,2009-07-03
Taxidea taxus,Mustelidae,33.1751,-116.1002,30.0,2008-07-09
Taxidea taxus,Mustelidae,25.6341,-108.5902,29936.0,2017-10-17
Taxidea taxus,Mustelidae,29.2402,-100.0971,5.0,2017-06-29
Taxidea taxus,Mustelidae,50.0819,-103.5287,26421.0,2017-10-13
Taxidea taxus,Mustelidae,43.8554,-102.3397,26078.0,2014-07-12
Taxidea taxus,Mustelidae,30.8309,-101.7341,17.0,2017-08-27
Taxidea taxus,Mustelidae,33.1751,-116.1002,30.0,2008-08-08
Taxidea taxus,Mustelidae,38.6037,-113.4912,28210.0,2015-04-15
Taxidea taxus,Mustelidae,47.3859,-91.2061,31.0,2018-04-26
Taxidea taxus,Mustelidae,31.5484,-110.1366,20.0,1999-06-07
Taxidea taxus,Mustelidae,36.8793,-121.3007,28476.0,2016-01-25
Taxidea taxus,Mustelidae,38.3953,-123.0432,28270.0,2015-10-25
Taxidea taxus,Mustelidae,29.0487,-103.1111,1896.0,2018-03-14
Taxidea taxus,Mustelidae,42.2925,-84.1686,188.0,1991-06-10
Taxidea taxus,Mustelidae,42.2111,-84.1211,1165.0,1997-11-02
Taxidea taxus,Mustelidae,43.2275,-84.865,1164.0,1997-12-08
Taxidea taxus,Mustelidae,45.0177,-85.3634,1164.0,1993-10-23
Taxidea taxus,Mustelidae,41.8455,-85.6528,1165.0,1997-01-19
Taxidea taxus,Mustelidae,35.518,-107.661,3219.0,1939-06-11
Taxidea taxus,Mustelidae,42.413,-84.1309,626.0,1989-08-26
Taxidea taxus,Mustelidae,42.8233,-99.8842,9572.0,1933-08-20
Taxidea taxus,Mustelidae,42.2001,-83.7332,188.0,1989-04-06
Taxidea taxus,Mustelidae,42.3132,-83.7832,12036.0,1934-06-01
Taxidea taxus,Mustelidae,43.8783,-85.1368,1202.0,1994-11-12
Taxidea taxus,Mustelidae,37.8086,-95.9374,3187.0,1969-04-30
Taxidea taxus,Mustelidae,35.3156,-108.2197,3219.0,1959-07-01
Taxidea taxus,Mustelidae,43.2426,-85.2222,1164.0,1997-11-04
Taxidea taxus,Mustelidae,46.4827,-88.8901,3244.0,1922-08-11
Taxidea taxus,Mustelidae,44.4599,-83.7357,1164.0,1997-10-10
Taxidea taxus,Mustelidae,25.915,-97.488,,1926-04-27
Taxidea taxus,Mustelidae,42.3383,-83.8884,993.0,1927-05-14
Taxidea taxus,Mustelidae,45.6502,-84.444,1164.0,1997-10-30
Taxidea taxus,Mustelidae,30.421,-103.91,,1937-04-14
Taxidea taxus,Mustelidae,43.9669,-84.5355,1164.0,1997-10-25
Taxidea taxus,Mustelidae,42.3181,-84.0204,832.0,1912-01-10
Taxidea taxus,Mustelidae,44.2038,-84.5492,6854.0,1993-10-31
Taxidea taxus,Mustelidae,40.9142,-109.6483,3232.0,1929-08-19
Taxidea taxus,Mustelidae,35.5323,-117.8887,8127.0,1972-11-06
Taxidea taxus,Mustelidae,34.8128,-119.1451,4109.0,1933-06-03
Taxidea taxus,Mustelidae,35.8367,-110.3813,7820.0,1946-12-03
Taxidea taxus,Mustelidae,47.6061,-122.3317,20130.0,1938-07-11
Taxidea taxus,Mustelidae,34.6,-120.4167,,1989-04-28
Taxidea taxus,Mustelidae,35.727,-118.1048,3219.0,1972-07-12
Taxidea taxus,Mustelidae,33.477,-102.044,,1990-08-14
Taxidea taxus,Mustelidae,34.015,-100.892,,1968-07-27
Taxidea taxus,Mustelidae,31.188,-102.309,,1987-10-22
Taxidea taxus,Mustelidae,33.1816,-101.7934,4056.0,1996-11-23
Taxidea taxus,Mustelidae,49.38,-115.3,,2001-06-13
Taxidea taxus,Mustelidae,49.2333,-109.85,,1928-03-02
Taxidea taxus,Mustelidae,24.914,-103.6961,5730.0,1974-07-04
Taxidea taxus,Mustelidae,24.8348,-100.674,,2009-03-25
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-12-03
Taxidea taxus,Mustelidae,43.202,-103.8564,1164.0,1947-12-15
Taxidea taxus,Mustelidae,24.8352,-100.6767,,2008-12-13
Taxidea taxus,Mustelidae,38.8411,-97.6092,81310.0,1981-08-12
Taxidea taxus,Mustelidae,21.8415,-101.1882,,1950-02-01
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-17
Taxidea taxus,Mustelidae,36.0385,-120.4257,5208.0,1931-01-27
Taxidea taxus,Mustelidae,32.7586,-110.9258,,1962-01-01
Taxidea taxus,Mustelidae,39.7907,-103.7319,3036.0,1915-11-17
Taxidea taxus,Mustelidae,28.7962,-110.9667,,1974-01-18
Taxidea taxus,Mustelidae,33.0924,-110.9258,,1958-01-05
Taxidea taxus,Mustelidae,32.9578,-105.7039,990.0,1967-07-04
Taxidea taxus,Mustelidae,26.6903,-103.7639,,1994-06-18
Taxidea taxus,Mustelidae,37.7667,-118.0833,,1922-09-23
Taxidea taxus,Mustelidae,31.6555,-100.7777,,1999-05-03
Taxidea taxus,Mustelidae,42.7846,-85.1381,1164.0,1950-06-19
Taxidea taxus,Mustelidae,49.0333,-119.2,,1979-06-26
Taxidea taxus,Mustelidae,24.8376,-100.6936,,2008-08-14
Taxidea taxus,Mustelidae,30.6622,-100.4506,,1991-03-25
Taxidea taxus,Mustelidae,24.5333,-104.6667,,2000-09-26
Taxidea taxus,Mustelidae,26.7089,-108.3262,4090.0,1962-05-29
Taxidea taxus,Mustelidae,31.6276,-100.6717,,2011-12-14
Taxidea taxus,Mustelidae,39.0694,-100.2319,,1978-01-20
Taxidea taxus,Mustelidae,36.4167,-115.8,,1928-07-31
Taxidea taxus,Mustelidae,33.7333,-116.4,,1927-12-14
Taxidea taxus,Mustelidae,24.3094,-110.2964,,2000-04-10
Taxidea taxus,Mustelidae,42.833,-108.6707,6920.0,1964-03-08
Taxidea taxus,Mustelidae,35.8111,-118.843,1609.0,1895-07-01
Taxidea taxus,Mustelidae,27.9183,-110.8989,9360.0,1966-12-01
Taxidea taxus,Mustelidae,41.6667,-105.7,14542.0,1982-10-15
Taxidea taxus,Mustelidae,28.6269,-114.1253,,1999-08-14
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-07
Taxidea taxus,Mustelidae,31.6573,-106.2712,1271.0,1985-03-10
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-12-15
Taxidea taxus,Mustelidae,24.6417,-103.6967,,1960-01-01
Taxidea taxus,Mustelidae,0.0019,0.0015,,1926-11-24
Taxidea taxus,Mustelidae,37.6605,-98.6801,,2007-08-27
Taxidea taxus,Mustelidae,31.9973,-110.952,,1973-06-20
Taxidea taxus,Mustelidae,48.4633,-116.542,24952.0,1953-04-27
Taxidea taxus,Mustelidae,31.9,-106.49,3434.0,1980-04-27
Taxidea taxus,Mustelidae,30.678,-108.2562,,2000-07-13
Taxidea taxus,Mustelidae,24.8554,-100.6985,,2009-08-27
Taxidea taxus,Mustelidae,30.791,-116.032,,1973-12-01
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-29
Taxidea taxus,Mustelidae,24.8708,-111.0553,,2002-02-26
Taxidea taxus,Mustelidae,40.0374,-107.913,5000.0,1953-07-01
Taxidea taxus,Mustelidae,37.7555,-122.5054,27.0,1947-09-23
Taxidea taxus,Mustelidae,45.0314,-85.3431,1164.0,1990-11-18
Taxidea taxus,Mustelidae,43.1122,-101.5375,,1977-07-07
Taxidea taxus,Mustelidae,23.4333,-109.8667,,1974-01-01
Taxidea taxus,Mustelidae,49.0333,-115.2,,1930-05-27
Taxidea taxus,Mustelidae,37.4534,-122.1844,3642.0,1894-07-08
Taxidea taxus,Mustelidae,24.8411,-100.6722,,2008-09-22
Taxidea taxus,Mustelidae,46.2675,-86.8956,187.0,1962-06-04
Taxidea taxus,Mustelidae,24.8438,-100.6774,,2009-03-25
Taxidea taxus,Mustelidae,19.5457,-96.9286,,1865-08-02
Taxidea taxus,Mustelidae,31.9032,-116.4512,,1999-06-05
Taxidea taxus,Mustelidae,24.5883,-103.6967,,1967-09-28
Taxidea taxus,Mustelidae,46.2675,-86.8956,187.0,1962-06-04
Taxidea taxus,Mustelidae,26.4743,-108.6814,,1964-11-26
Taxidea taxus,Mustelidae,42.5486,-73.6714,62.0,1966-06-13
Taxidea taxus,Mustelidae,41.4775,-105.6361,30036.0,1973-12-18
Taxidea taxus,Mustelidae,42.0936,-85.2452,1165.0,1990-12-11
Taxidea taxus,Mustelidae,39.552,-104.7765,750.0,1993-10-23
Taxidea taxus,Mustelidae,34.3919,-119.5203,,1963-05-01
